	ID	GENE	ACC	Name	TMD	Start	End	TM protein	SIGNALp	MUT	Size	N-terminus	signalp_TM	signalp_noTM	Highlight
6747	MOT11_HUMAN	SLC16A11	Q8NCK7	MOT11_HUMAN_TRANSMEM8	TRANSMEM8	273	293	YES	0	0	5	Cytoplasmic	0.26	0.373	NO
6748	MOT11_HUMAN	SLC16A11	Q8NCK7	MOT11_HUMAN_TRANSMEM9	TRANSMEM9	312	332	YES	0	0	5	Cytoplasmic	0.589	0.778	NO
6749	MOT11_HUMAN	SLC16A11	Q8NCK7	MOT11_HUMAN_TRANSMEM10	TRANSMEM10	333	353	YES	0	0	5	Cytoplasmic	0.184	0.24	NO
6750	MOT11_HUMAN	SLC16A11	Q8NCK7	MOT11_HUMAN_TRANSMEM11	TRANSMEM11	367	389	YES	0	0	5	Cytoplasmic	0.252	0.383	NO
6751	MOT11_HUMAN	SLC16A11	Q8NCK7	MOT11_HUMAN_TRANSMEM12	TRANSMEM12	407	427	YES	0	0	5	Cytoplasmic	0.219	0.308	NO
6752	MOT12_HUMAN	SLC16A12	Q6ZSM3	MOT12_HUMAN_TRANSMEM2	TRANSMEM2	88	108	YES	0	1	5	Cytoplasmic	0.327	0.411	NO
6753	MOT12_HUMAN	SLC16A12	Q6ZSM3	MOT12_HUMAN_TRANSMEM3	TRANSMEM3	116	136	YES	0	1	5	Cytoplasmic	0.224	0.366	NO
6754	MOT12_HUMAN	SLC16A12	Q6ZSM3	MOT12_HUMAN_TRANSMEM4	TRANSMEM4	145	165	YES	0	1	5	Cytoplasmic	0.308	0.44	NO
6755	MOT12_HUMAN	SLC16A12	Q6ZSM3	MOT12_HUMAN_TRANSMEM5	TRANSMEM5	178	198	YES	0	1	5	Cytoplasmic	0.229	0.344	NO
6756	MOT12_HUMAN	SLC16A12	Q6ZSM3	MOT12_HUMAN_TRANSMEM6	TRANSMEM6	207	227	YES	0	1	5	Cytoplasmic	0.525	0.616	YES
6757	MOT12_HUMAN	SLC16A12	Q6ZSM3	MOT12_HUMAN_TRANSMEM7	TRANSMEM7	283	303	YES	0	1	5	Cytoplasmic	0.252	0.476	NO
6758	MOT12_HUMAN	SLC16A12	Q6ZSM3	MOT12_HUMAN_TRANSMEM8	TRANSMEM8	319	339	YES	0	1	5	Cytoplasmic	0.216	0.31	NO
6759	MOT12_HUMAN	SLC16A12	Q6ZSM3	MOT12_HUMAN_TRANSMEM9	TRANSMEM9	350	370	YES	0	1	5	Cytoplasmic	0.211	0.25	NO
6760	MOT12_HUMAN	SLC16A12	Q6ZSM3	MOT12_HUMAN_TRANSMEM10	TRANSMEM10	377	397	YES	0	1	5	Cytoplasmic	0.179	0.169	NO
6761	MOT12_HUMAN	SLC16A12	Q6ZSM3	MOT12_HUMAN_TRANSMEM11	TRANSMEM11	410	430	YES	0	1	5	Cytoplasmic	0.204	0.21	NO
6762	MOT12_HUMAN	SLC16A12	Q6ZSM3	MOT12_HUMAN_TRANSMEM12	TRANSMEM12	440	460	YES	0	1	5	Cytoplasmic	0.239	0.5	YES
6763	MOT13_HUMAN	SLC16A13	Q7RTY0	MOT13_HUMAN_TRANSMEM2	TRANSMEM2	52	72	YES	0	0	5	Cytoplasmic	0.195	0.239	NO
6764	MOT13_HUMAN	SLC16A13	Q7RTY0	MOT13_HUMAN_TRANSMEM3	TRANSMEM3	81	101	YES	0	0	5	Cytoplasmic	0.232	0.524	YES
6765	MOT13_HUMAN	SLC16A13	Q7RTY0	MOT13_HUMAN_TRANSMEM4	TRANSMEM4	106	126	YES	0	0	5	Cytoplasmic	0.255	0.377	NO
6766	MOT13_HUMAN	SLC16A13	Q7RTY0	MOT13_HUMAN_TRANSMEM5	TRANSMEM5	139	159	YES	0	0	5	Cytoplasmic	0.233	0.455	NO
6767	MOT13_HUMAN	SLC16A13	Q7RTY0	MOT13_HUMAN_TRANSMEM6	TRANSMEM6	169	189	YES	0	0	5	Cytoplasmic	0.612	0.711	NO
6768	MOT13_HUMAN	SLC16A13	Q7RTY0	MOT13_HUMAN_TRANSMEM7	TRANSMEM7	221	241	YES	0	0	5	Cytoplasmic	0.179	0.188	NO
6769	MOT13_HUMAN	SLC16A13	Q7RTY0	MOT13_HUMAN_TRANSMEM8	TRANSMEM8	252	272	YES	0	0	5	Cytoplasmic	0.391	0.492	NO
6770	MOT13_HUMAN	SLC16A13	Q7RTY0	MOT13_HUMAN_TRANSMEM9	TRANSMEM9	283	303	YES	0	0	5	Cytoplasmic	0.405	0.495	NO
6771	MOT13_HUMAN	SLC16A13	Q7RTY0	MOT13_HUMAN_TRANSMEM10	TRANSMEM10	306	326	YES	0	0	5	Cytoplasmic	0.282	0.299	NO
6772	MOT13_HUMAN	SLC16A13	Q7RTY0	MOT13_HUMAN_TRANSMEM11	TRANSMEM11	338	358	YES	0	0	5	Cytoplasmic	0.235	0.234	NO
6773	MOT14_HUMAN	SLC16A14	Q7RTX9	MOT14_HUMAN_TRANSMEM2	TRANSMEM2	74	94	YES	0	0	5	Cytoplasmic	0.261	0.401	NO
6774	MOT14_HUMAN	SLC16A14	Q7RTX9	MOT14_HUMAN_TRANSMEM3	TRANSMEM3	103	123	YES	0	0	5	Cytoplasmic	0.329	0.496	NO
6775	MOT14_HUMAN	SLC16A14	Q7RTX9	MOT14_HUMAN_TRANSMEM4	TRANSMEM4	127	147	YES	0	0	5	Cytoplasmic	0.185	0.267	NO
6776	MOT14_HUMAN	SLC16A14	Q7RTX9	MOT14_HUMAN_TRANSMEM5	TRANSMEM5	159	179	YES	0	0	5	Cytoplasmic	0.236	0.32	NO
6777	MOT14_HUMAN	SLC16A14	Q7RTX9	MOT14_HUMAN_TRANSMEM6	TRANSMEM6	191	209	YES	0	0	5	Cytoplasmic	0.328	0.308	NO
6778	MOT14_HUMAN	SLC16A14	Q7RTX9	MOT14_HUMAN_TRANSMEM7	TRANSMEM7	315	335	YES	0	0	5	Cytoplasmic	0.276	0.452	NO
6779	MOT14_HUMAN	SLC16A14	Q7RTX9	MOT14_HUMAN_TRANSMEM8	TRANSMEM8	353	373	YES	0	0	5	Cytoplasmic	0.216	0.559	YES
6780	MOT14_HUMAN	SLC16A14	Q7RTX9	MOT14_HUMAN_TRANSMEM9	TRANSMEM9	379	399	YES	0	0	5	Cytoplasmic	0.423	0.775	YES
6781	MOT14_HUMAN	SLC16A14	Q7RTX9	MOT14_HUMAN_TRANSMEM10	TRANSMEM10	408	428	YES	0	0	5	Cytoplasmic	0.282	0.35	NO
6782	MOT1_HUMAN	SLC16A1	P53985	MOT1_HUMAN_TRANSMEM2	TRANSMEM2	60	80	YES	0	3	5	Extracellular	0.248	0.3	NO
6783	MOT1_HUMAN	SLC16A1	P53985	MOT1_HUMAN_TRANSMEM3	TRANSMEM3	87	107	YES	0	3	5	Cytoplasmic	0.312	0.362	NO
6784	MOT1_HUMAN	SLC16A1	P53985	MOT1_HUMAN_TRANSMEM4	TRANSMEM4	112	132	YES	0	3	5	Extracellular	0.184	0.251	NO
6785	MOT1_HUMAN	SLC16A1	P53985	MOT1_HUMAN_TRANSMEM5	TRANSMEM5	144	164	YES	0	3	5	Cytoplasmic	0.231	0.426	NO
6786	MOT1_HUMAN	SLC16A1	P53985	MOT1_HUMAN_TRANSMEM6	TRANSMEM6	167	187	YES	0	3	5	Extracellular	0.431	0.664	YES
6787	MOT1_HUMAN	SLC16A1	P53985	MOT1_HUMAN_TRANSMEM7	TRANSMEM7	263	283	YES	0	3	5	Cytoplasmic	0.218	0.367	NO
6788	MOT1_HUMAN	SLC16A1	P53985	MOT1_HUMAN_TRANSMEM8	TRANSMEM8	299	319	YES	0	3	5	Extracellular	0.466	0.453	NO
6789	MOT1_HUMAN	SLC16A1	P53985	MOT1_HUMAN_TRANSMEM9	TRANSMEM9	329	349	YES	0	3	5	Cytoplasmic	0.197	0.213	NO
6790	MOT1_HUMAN	SLC16A1	P53985	MOT1_HUMAN_TRANSMEM10	TRANSMEM10	354	374	YES	0	3	5	Extracellular	0.244	0.368	NO
6791	MOT1_HUMAN	SLC16A1	P53985	MOT1_HUMAN_TRANSMEM11	TRANSMEM11	390	410	YES	0	3	5	Cytoplasmic	0.21	0.224	NO
6792	MOT1_HUMAN	SLC16A1	P53985	MOT1_HUMAN_TRANSMEM12	TRANSMEM12	423	443	YES	0	3	5	Extracellular	0.162	0.439	NO
6793	MOT2_HUMAN	SLC16A7	O60669	MOT2_HUMAN_TRANSMEM2	TRANSMEM2	60	80	YES	0	0	5	Extracellular	0.363	0.462	NO
6794	MOT2_HUMAN	SLC16A7	O60669	MOT2_HUMAN_TRANSMEM3	TRANSMEM3	90	110	YES	0	0	5	Cytoplasmic	0.378	0.455	NO
6795	MOT2_HUMAN	SLC16A7	O60669	MOT2_HUMAN_TRANSMEM4	TRANSMEM4	116	136	YES	0	0	5	Extracellular	0.294	0.347	NO
6796	MOT2_HUMAN	SLC16A7	O60669	MOT2_HUMAN_TRANSMEM5	TRANSMEM5	149	169	YES	0	0	5	Cytoplasmic	0.199	0.33	NO
6797	MOT2_HUMAN	SLC16A7	O60669	MOT2_HUMAN_TRANSMEM6	TRANSMEM6	174	194	YES	0	0	5	Extracellular	0.548	0.547	YES
6798	MOT2_HUMAN	SLC16A7	O60669	MOT2_HUMAN_TRANSMEM7	TRANSMEM7	247	267	YES	0	0	5	Cytoplasmic	0.197	0.312	NO
6799	MOT2_HUMAN	SLC16A7	O60669	MOT2_HUMAN_TRANSMEM8	TRANSMEM8	283	303	YES	0	0	5	Extracellular	0.376	0.384	NO
6800	MOT2_HUMAN	SLC16A7	O60669	MOT2_HUMAN_TRANSMEM9	TRANSMEM9	313	333	YES	0	0	5	Cytoplasmic	0.273	0.331	NO
6801	MOT2_HUMAN	SLC16A7	O60669	MOT2_HUMAN_TRANSMEM10	TRANSMEM10	339	359	YES	0	0	5	Extracellular	0.471	0.694	YES
6802	MOT2_HUMAN	SLC16A7	O60669	MOT2_HUMAN_TRANSMEM11	TRANSMEM11	374	394	YES	0	0	5	Cytoplasmic	0.179	0.176	NO
6803	MOT2_HUMAN	SLC16A7	O60669	MOT2_HUMAN_TRANSMEM12	TRANSMEM12	407	427	YES	0	0	5	Extracellular	0.25	0.482	NO
6804	MOT3_HUMAN	SLC16A8	O95907	MOT3_HUMAN_TRANSMEM2	TRANSMEM2	59	79	YES	0	0	5	Extracellular	0.449	0.582	YES
6805	MOT3_HUMAN	SLC16A8	O95907	MOT3_HUMAN_TRANSMEM3	TRANSMEM3	86	106	YES	0	0	5	Cytoplasmic	0.254	0.454	NO
6806	MOT3_HUMAN	SLC16A8	O95907	MOT3_HUMAN_TRANSMEM4	TRANSMEM4	116	136	YES	0	0	5	Extracellular	0.189	0.234	NO
6807	MOT3_HUMAN	SLC16A8	O95907	MOT3_HUMAN_TRANSMEM5	TRANSMEM5	144	164	YES	0	0	5	Cytoplasmic	0.219	0.311	NO
6808	MOT3_HUMAN	SLC16A8	O95907	MOT3_HUMAN_TRANSMEM6	TRANSMEM6	173	193	YES	0	0	5	Extracellular	0.446	0.479	NO
6809	MOT3_HUMAN	SLC16A8	O95907	MOT3_HUMAN_TRANSMEM7	TRANSMEM7	255	275	YES	0	0	5	Cytoplasmic	0.316	0.403	NO
6810	MOT3_HUMAN	SLC16A8	O95907	MOT3_HUMAN_TRANSMEM8	TRANSMEM8	290	310	YES	0	0	5	Extracellular	0.282	0.3	NO
6811	MOT3_HUMAN	SLC16A8	O95907	MOT3_HUMAN_TRANSMEM9	TRANSMEM9	319	335	YES	0	0	5	Cytoplasmic	0.362	0.411	NO
6812	MOT3_HUMAN	SLC16A8	O95907	MOT3_HUMAN_TRANSMEM10	TRANSMEM10	343	363	YES	0	0	5	Extracellular	0.351	0.624	YES
6813	MOT3_HUMAN	SLC16A8	O95907	MOT3_HUMAN_TRANSMEM11	TRANSMEM11	377	397	YES	0	0	5	Cytoplasmic	0.348	0.377	NO
6814	MOT3_HUMAN	SLC16A8	O95907	MOT3_HUMAN_TRANSMEM12	TRANSMEM12	411	431	YES	0	0	5	Extracellular	0.298	0.395	NO
6815	MOT4_HUMAN	SLC16A3	O15427	MOT4_HUMAN_TRANSMEM2	TRANSMEM2	62	82	YES	0	0	5	Extracellular	0.363	0.453	NO
6816	MOT4_HUMAN	SLC16A3	O15427	MOT4_HUMAN_TRANSMEM3	TRANSMEM3	85	105	YES	0	0	5	Cytoplasmic	0.376	0.649	YES
6817	MOT4_HUMAN	SLC16A3	O15427	MOT4_HUMAN_TRANSMEM4	TRANSMEM4	110	130	YES	0	0	5	Extracellular	0.3	0.391	NO
6818	MOT4_HUMAN	SLC16A3	O15427	MOT4_HUMAN_TRANSMEM5	TRANSMEM5	150	170	YES	0	0	5	Cytoplasmic	0.231	0.37	NO
6819	MOT4_HUMAN	SLC16A3	O15427	MOT4_HUMAN_TRANSMEM6	TRANSMEM6	180	200	YES	0	0	5	Extracellular	0.501	0.627	YES
6820	MOT4_HUMAN	SLC16A3	O15427	MOT4_HUMAN_TRANSMEM7	TRANSMEM7	228	248	YES	0	0	5	Cytoplasmic	0.259	0.441	NO
6821	MOT4_HUMAN	SLC16A3	O15427	MOT4_HUMAN_TRANSMEM8	TRANSMEM8	265	285	YES	0	0	5	Extracellular	0.461	0.561	YES
6822	MOT4_HUMAN	SLC16A3	O15427	MOT4_HUMAN_TRANSMEM9	TRANSMEM9	295	315	YES	0	0	5	Cytoplasmic	0.276	0.296	NO
6823	MOT4_HUMAN	SLC16A3	O15427	MOT4_HUMAN_TRANSMEM10	TRANSMEM10	318	338	YES	0	0	5	Extracellular	0.312	0.669	YES
6824	MOT4_HUMAN	SLC16A3	O15427	MOT4_HUMAN_TRANSMEM11	TRANSMEM11	352	372	YES	0	0	5	Cytoplasmic	0.354	0.39	NO
6825	MOT4_HUMAN	SLC16A3	O15427	MOT4_HUMAN_TRANSMEM12	TRANSMEM12	385	405	YES	0	0	5	Extracellular	0.217	0.316	NO
6826	MOT5_HUMAN	SLC16A4	O15374	MOT5_HUMAN_TRANSMEM2	TRANSMEM2	60	80	YES	0	0	5	Extracellular	0.268	0.345	NO
6827	MOT5_HUMAN	SLC16A4	O15374	MOT5_HUMAN_TRANSMEM3	TRANSMEM3	88	108	YES	0	0	5	Cytoplasmic	0.267	0.492	NO
6828	MOT5_HUMAN	SLC16A4	O15374	MOT5_HUMAN_TRANSMEM4	TRANSMEM4	110	129	YES	0	0	5	Extracellular	0.45	0.655	YES
6829	MOT5_HUMAN	SLC16A4	O15374	MOT5_HUMAN_TRANSMEM5	TRANSMEM5	144	164	YES	0	0	5	Cytoplasmic	0.195	0.264	NO
6830	MOT5_HUMAN	SLC16A4	O15374	MOT5_HUMAN_TRANSMEM6	TRANSMEM6	175	195	YES	0	0	5	Extracellular	0.321	0.378	NO
6831	MOT5_HUMAN	SLC16A4	O15374	MOT5_HUMAN_TRANSMEM7	TRANSMEM7	300	320	YES	0	0	5	Cytoplasmic	0.363	0.547	YES
6832	MOT5_HUMAN	SLC16A4	O15374	MOT5_HUMAN_TRANSMEM8	TRANSMEM8	338	358	YES	0	0	5	Extracellular	0.176	0.235	NO
6833	MOT5_HUMAN	SLC16A4	O15374	MOT5_HUMAN_TRANSMEM9	TRANSMEM9	373	393	YES	0	0	5	Cytoplasmic	0.274	0.493	NO
6834	MOT5_HUMAN	SLC16A4	O15374	MOT5_HUMAN_TRANSMEM10	TRANSMEM10	395	415	YES	0	0	5	Extracellular	0.214	0.361	NO
6835	MOT6_HUMAN	SLC16A5	O15375	MOT6_HUMAN_TRANSMEM2	TRANSMEM2	54	74	YES	0	0	5	Extracellular	0.333	0.468	NO
6836	MOT6_HUMAN	SLC16A5	O15375	MOT6_HUMAN_TRANSMEM3	TRANSMEM3	81	101	YES	0	0	5	Cytoplasmic	0.304	0.4	NO
6837	MOT6_HUMAN	SLC16A5	O15375	MOT6_HUMAN_TRANSMEM4	TRANSMEM4	111	131	YES	0	0	5	Extracellular	0.173	0.299	NO
6838	MOT6_HUMAN	SLC16A5	O15375	MOT6_HUMAN_TRANSMEM5	TRANSMEM5	138	158	YES	0	0	5	Cytoplasmic	0.231	0.292	NO
6839	MOT6_HUMAN	SLC16A5	O15375	MOT6_HUMAN_TRANSMEM6	TRANSMEM6	172	192	YES	0	0	5	Extracellular	0.48	0.528	YES
6840	MOT6_HUMAN	SLC16A5	O15375	MOT6_HUMAN_TRANSMEM7	TRANSMEM7	240	260	YES	0	0	5	Cytoplasmic	0.239	0.343	NO
6841	MOT6_HUMAN	SLC16A5	O15375	MOT6_HUMAN_TRANSMEM8	TRANSMEM8	275	295	YES	0	0	5	Extracellular	0.302	0.622	YES
6842	MOT6_HUMAN	SLC16A5	O15375	MOT6_HUMAN_TRANSMEM9	TRANSMEM9	306	326	YES	0	0	5	Cytoplasmic	0.7	0.837	NO
6843	MOT6_HUMAN	SLC16A5	O15375	MOT6_HUMAN_TRANSMEM10	TRANSMEM10	330	350	YES	0	0	5	Extracellular	0.185	0.229	NO
6844	MOT6_HUMAN	SLC16A5	O15375	MOT6_HUMAN_TRANSMEM11	TRANSMEM11	368	388	YES	0	0	5	Cytoplasmic	0.276	0.358	NO
6845	MOT6_HUMAN	SLC16A5	O15375	MOT6_HUMAN_TRANSMEM12	TRANSMEM12	397	417	YES	0	0	5	Extracellular	0.276	0.371	NO
6846	MOT7_HUMAN	SLC16A6	O15403	MOT7_HUMAN_TRANSMEM2	TRANSMEM2	63	83	YES	0	0	5	Extracellular	0.419	0.697	YES
6847	MOT7_HUMAN	SLC16A6	O15403	MOT7_HUMAN_TRANSMEM3	TRANSMEM3	92	112	YES	0	0	5	Cytoplasmic	0.43	0.486	NO
6848	MOT7_HUMAN	SLC16A6	O15403	MOT7_HUMAN_TRANSMEM4	TRANSMEM4	119	139	YES	0	0	5	Extracellular	0.174	0.244	NO
6849	MOT7_HUMAN	SLC16A6	O15403	MOT7_HUMAN_TRANSMEM5	TRANSMEM5	150	170	YES	0	0	5	Cytoplasmic	0.202	0.278	NO
6850	MOT7_HUMAN	SLC16A6	O15403	MOT7_HUMAN_TRANSMEM6	TRANSMEM6	185	205	YES	0	0	5	Extracellular	0.261	0.315	NO
6851	MOT7_HUMAN	SLC16A6	O15403	MOT7_HUMAN_TRANSMEM7	TRANSMEM7	300	320	YES	0	0	5	Cytoplasmic	0.204	0.289	NO
6852	MOT7_HUMAN	SLC16A6	O15403	MOT7_HUMAN_TRANSMEM8	TRANSMEM8	331	351	YES	0	0	5	Extracellular	0.228	0.544	YES
6853	MOT7_HUMAN	SLC16A6	O15403	MOT7_HUMAN_TRANSMEM9	TRANSMEM9	359	379	YES	0	0	5	Cytoplasmic	0.342	0.851	YES
6854	MOT7_HUMAN	SLC16A6	O15403	MOT7_HUMAN_TRANSMEM10	TRANSMEM10	382	402	YES	0	0	5	Extracellular	0.468	0.684	YES
6855	MOT7_HUMAN	SLC16A6	O15403	MOT7_HUMAN_TRANSMEM11	TRANSMEM11	424	444	YES	0	0	5	Cytoplasmic	0.198	0.212	NO
6856	MOT7_HUMAN	SLC16A6	O15403	MOT7_HUMAN_TRANSMEM12	TRANSMEM12	453	473	YES	0	0	5	Extracellular	0.494	0.471	NO
6857	MOT8_HUMAN	SLC16A2	P36021	MOT8_HUMAN_TRANSMEM1	TRANSMEM1	97	117	YES	0	22	5	Cytoplasmic	0.266	0.379	NO
6858	MOT8_HUMAN	SLC16A2	P36021	MOT8_HUMAN_TRANSMEM2	TRANSMEM2	144	164	YES	0	22	5	Extracellular	0.292	0.445	NO
6859	MOT8_HUMAN	SLC16A2	P36021	MOT8_HUMAN_TRANSMEM3	TRANSMEM3	172	192	YES	0	22	5	Cytoplasmic	0.223	0.298	NO
6860	MOT8_HUMAN	SLC16A2	P36021	MOT8_HUMAN_TRANSMEM4	TRANSMEM4	201	221	YES	0	22	5	Extracellular	0.187	0.198	NO
6861	MOT8_HUMAN	SLC16A2	P36021	MOT8_HUMAN_TRANSMEM5	TRANSMEM5	230	250	YES	0	22	5	Cytoplasmic	0.172	0.258	NO
6862	MOT8_HUMAN	SLC16A2	P36021	MOT8_HUMAN_TRANSMEM6	TRANSMEM6	259	279	YES	0	22	5	Extracellular	0.4	0.433	NO
6863	MOT8_HUMAN	SLC16A2	P36021	MOT8_HUMAN_TRANSMEM7	TRANSMEM7	323	343	YES	0	22	5	Cytoplasmic	0.265	0.46	NO
6864	MOT8_HUMAN	SLC16A2	P36021	MOT8_HUMAN_TRANSMEM8	TRANSMEM8	357	377	YES	0	22	5	Extracellular	0.307	0.394	NO
6865	MOT8_HUMAN	SLC16A2	P36021	MOT8_HUMAN_TRANSMEM9	TRANSMEM9	387	407	YES	0	22	5	Cytoplasmic	0.299	0.6	YES
6866	MOT8_HUMAN	SLC16A2	P36021	MOT8_HUMAN_TRANSMEM10	TRANSMEM10	410	430	YES	0	22	5	Extracellular	0.444	0.814	YES
6867	MOT8_HUMAN	SLC16A2	P36021	MOT8_HUMAN_TRANSMEM11	TRANSMEM11	448	468	YES	0	22	5	Cytoplasmic	0.258	0.261	NO
6868	MOT8_HUMAN	SLC16A2	P36021	MOT8_HUMAN_TRANSMEM12	TRANSMEM12	478	498	YES	0	22	5	Extracellular	0.144	0.245	NO
6869	MOT9_HUMAN	SLC16A9	Q7RTY1	MOT9_HUMAN_TRANSMEM2	TRANSMEM2	53	73	YES	0	0	5	Cytoplasmic	0.333	0.42	NO
6870	MOT9_HUMAN	SLC16A9	Q7RTY1	MOT9_HUMAN_TRANSMEM3	TRANSMEM3	80	100	YES	0	0	5	Cytoplasmic	0.207	0.283	NO
6871	MOT9_HUMAN	SLC16A9	Q7RTY1	MOT9_HUMAN_TRANSMEM4	TRANSMEM4	102	122	YES	0	0	5	Cytoplasmic	0.178	0.365	NO
6872	MOT9_HUMAN	SLC16A9	Q7RTY1	MOT9_HUMAN_TRANSMEM5	TRANSMEM5	137	157	YES	0	0	5	Cytoplasmic	0.173	0.3	NO
6873	MOT9_HUMAN	SLC16A9	Q7RTY1	MOT9_HUMAN_TRANSMEM6	TRANSMEM6	164	184	YES	0	0	5	Cytoplasmic	0.397	0.582	YES
6874	MOT9_HUMAN	SLC16A9	Q7RTY1	MOT9_HUMAN_TRANSMEM7	TRANSMEM7	305	325	YES	0	0	5	Cytoplasmic	0.327	0.42	NO
6875	MOT9_HUMAN	SLC16A9	Q7RTY1	MOT9_HUMAN_TRANSMEM8	TRANSMEM8	342	362	YES	0	0	5	Cytoplasmic	0.184	0.398	NO
6876	MOT9_HUMAN	SLC16A9	Q7RTY1	MOT9_HUMAN_TRANSMEM9	TRANSMEM9	372	392	YES	0	0	5	Cytoplasmic	0.32	0.753	YES
6877	MOT9_HUMAN	SLC16A9	Q7RTY1	MOT9_HUMAN_TRANSMEM10	TRANSMEM10	398	418	YES	0	0	5	Cytoplasmic	0.256	0.379	NO
6878	MOT9_HUMAN	SLC16A9	Q7RTY1	MOT9_HUMAN_TRANSMEM11	TRANSMEM11	433	453	YES	0	0	5	Cytoplasmic	0.226	0.339	NO
6879	MOXD1_HUMAN	MOXD1	Q6UVY6	MOXD1_HUMAN_TRANSMEM1	TRANSMEM1	593	613	YES	1	0	5	Lumenal	0.16	0.223	NO
6880	MP17L_HUMAN	MPV17L	Q2QL34	MP17L_HUMAN_TRANSMEM2	TRANSMEM2	51	67	YES	0	0	5	Lumenal	0.2	0.204	NO
6881	MP17L_HUMAN	MPV17L	Q2QL34	MP17L_HUMAN_TRANSMEM3	TRANSMEM3	91	108	YES	0	0	5	Cytoplasmic	0.166	0.171	NO
6882	MP17L_HUMAN	MPV17L	Q2QL34	MP17L_HUMAN_TRANSMEM4	TRANSMEM4	151	167	YES	0	0	5	Lumenal	0.237	0.325	NO
6883	MPC1L_HUMAN	MPC1L	P0DKB6	MPC1L_HUMAN_TRANSMEM2	TRANSMEM2	52	74	YES	0	0	5	Other	0.298	0.411	NO
6884	MPCP_HUMAN	SLC25A3	Q00325	MPCP_HUMAN_TRANSMEM2	TRANSMEM2	122	141	YES	0	1	5	Other	0.145	0.153	NO
6885	MPCP_HUMAN	SLC25A3	Q00325	MPCP_HUMAN_TRANSMEM3	TRANSMEM3	162	183	YES	0	1	5	Other	0.17	0.173	NO
6886	MPCP_HUMAN	SLC25A3	Q00325	MPCP_HUMAN_TRANSMEM4	TRANSMEM4	219	238	YES	0	1	5	Other	0.294	0.265	NO
6887	MPCP_HUMAN	SLC25A3	Q00325	MPCP_HUMAN_TRANSMEM5	TRANSMEM5	262	284	YES	0	1	5	Other	0.32	0.431	NO
6888	MPCP_HUMAN	SLC25A3	Q00325	MPCP_HUMAN_TRANSMEM6	TRANSMEM6	315	333	YES	0	1	5	Other	0.121	0.282	NO
6889	MPEG1_HUMAN	MPEG1	Q2M385	MPEG1_HUMAN_TRANSMEM1	TRANSMEM1	656	676	YES	1	0	5	Lumenal	0.145	0.325	NO
6890	MPPE1_HUMAN	MPPE1	Q53F39	MPPE1_HUMAN_TRANSMEM2	TRANSMEM2	356	376	YES	0	0	5	Other	0.13	0.178	NO
6891	MPRD_HUMAN	M6PR	P20645	MPRD_HUMAN_TRANSMEM1	TRANSMEM1	186	210	YES	1	0	5	Lumenal	0.214	0.541	YES
6892	MPRI_HUMAN	IGF2R	P11717	MPRI_HUMAN_TRANSMEM1	TRANSMEM1	2305	2327	YES	1	0	5	Lumenal	0.432	0.529	YES
6893	MPU1_HUMAN	MPDU1	O75352	MPU1_HUMAN_TRANSMEM2	TRANSMEM2	74	94	YES	0	3	5	Other	0.224	0.269	NO
6894	MPU1_HUMAN	MPDU1	O75352	MPU1_HUMAN_TRANSMEM3	TRANSMEM3	100	120	YES	0	3	5	Other	0.272	0.516	YES
6895	MPU1_HUMAN	MPDU1	O75352	MPU1_HUMAN_TRANSMEM4	TRANSMEM4	128	145	YES	0	3	5	Other	0.299	0.506	YES
6896	MPU1_HUMAN	MPDU1	O75352	MPU1_HUMAN_TRANSMEM5	TRANSMEM5	151	171	YES	0	3	5	Other	0.24	0.361	NO
6897	MPV17_HUMAN	MPV17	P39210	MPV17_HUMAN_TRANSMEM2	TRANSMEM2	53	73	YES	0	28	5	Other	0.178	0.197	NO
6898	MPV17_HUMAN	MPV17	P39210	MPV17_HUMAN_TRANSMEM3	TRANSMEM3	94	114	YES	0	28	5	Other	0.606	0.653	NO
6899	MPZL1_HUMAN	MPZL1	O95297	MPZL1_HUMAN_TRANSMEM1	TRANSMEM1	163	183	YES	1	0	5	Extracellular	0.178	0.626	YES
6900	MPZL2_HUMAN	MPZL2	O60487	MPZL2_HUMAN_TRANSMEM1	TRANSMEM1	155	175	YES	1	1	5	Extracellular	0.195	0.589	YES
6901	MPZL3_HUMAN	MPZL3	Q6UWV2	MPZL3_HUMAN_TRANSMEM1	TRANSMEM1	159	179	YES	1	0	5	Extracellular	0.363	0.541	YES
6902	MRC1_HUMAN	MRC1	P22897	MRC1_HUMAN_TRANSMEM1	TRANSMEM1	1390	1410	YES	1	0	5	Extracellular	0.444	0.9	YES
6903	MRC2_HUMAN	MRC2	Q9UBG0	MRC2_HUMAN_TRANSMEM1	TRANSMEM1	1415	1435	YES	1	0	5	Extracellular	0.44	0.799	YES
6904	MRFL_HUMAN	MYRFL	Q96LU7	MRFL_HUMAN_TRANSMEM1	TRANSMEM1	628	648	YES	0	0	5	Other	0.275	0.576	YES
6905	MRGRD_HUMAN	MRGPRD	Q8TDS7	MRGRD_HUMAN_TRANSMEM2	TRANSMEM2	60	80	YES	0	0	5	Cytoplasmic	0.441	0.608	YES
6906	MRGRD_HUMAN	MRGPRD	Q8TDS7	MRGRD_HUMAN_TRANSMEM3	TRANSMEM3	113	133	YES	0	0	5	Extracellular	0.217	0.484	NO
